code_article,libelle,region,site,agence,famille,sous_famille,sous_famille_base,quantite,CA
ART32022,Cheneau Eco,Ouest,Site Ouest 3,Site Ouest 3-Ag1,Plâtre,Plaques,Plaques,685,8513.7
ART47735,Kit Standard,Nord,Site Nord 2,Site Nord 2-Ag1,Isolation,Laine,Laine,525,6360.55
ART82086,Cadre Alu,Est,Site Est 1,Site Est 1-Ag4,Plâtre,Profilés,Profilés,539,12946.26
ART87088,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Isolation,Vrac,Vrac,523,15498.82
ART93647,Gamme Plus,Sud,Site Sud 1,Site Sud 1-Ag1,Isolation,Vrac,Vrac,638,13569.63
ART92747,Cheneau Eco,Est,Site Est 2,Site Est 2-Ag3,Isolation,Panneaux,Panneaux,633,6568.71
ART83553,Kit Standard,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Menuiserie,Fenêtres,Fenêtres,492,18264.3
ART39523,Bloc Confort,Sud,Site Sud 2,Site Sud 2-Ag4,Outillage,Manuel,Manuel,688,30788.73
ART22745,Set Expert,Sud,Site Sud 3,Site Sud 3-Ag2,Couverture,Étanchéité,Étanchéité,409,5136.05
ART61641,Set Expert,Ouest,Site Ouest 1,Site Ouest 1-Ag1,Outillage,Manuel,Manuel,510,20122.52
ART61712,Bloc Confort,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Menuiserie,Fenêtres,Fenêtres,551,24539.69
ART70074,Cadre Alu,Est,Site Est 2,Site Est 2-Ag1,Outillage,Manuel,Manuel,197,5125.97
ART41919,Set Expert,Nord,Site Nord 2,Site Nord 2-Ag1,Menuiserie,Fenêtres,Fenêtres,299,10113.24
ART45553,Cheneau Eco,Nord,Site Nord 2,Site Nord 2-Ag4,Outillage,Électroportatif,Électroportatif,331,5321.83
ART74198,Kit Standard,Sud,Site Sud 1,Site Sud 1-Ag1,Couverture,Zinguerie,Zinguerie,228,2829.66
ART56219,Ligne Basic,Sud,Site Sud 3,Site Sud 3-Ag2,Menuiserie,Portes,Portes,488,25022.87
ART13148,Set Expert,Sud,Site Sud 2,Site Sud 2-Ag1,Menuiserie,Volets,Volets,425,21266.44
ART96565,Cheneau Eco,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,Outillage,Manuel,Manuel,401,28787.63
ART77176,Set Expert,Nord,Site Nord 1,Site Nord 1-Ag1,Menuiserie,Volets,Volets,324,21566.04
ART16232,Gamme Plus,Sud,Site Sud 3,Site Sud 3-Ag3,Outillage,Mesure,Mesure,403,23274.33
ART51511,Set Expert,Sud,Site Sud 1,Site Sud 1-Ag3,Isolation,Panneaux,Panneaux,526,9560.42
ART48400,Cheneau Eco,Sud,Site Sud 1,Site Sud 1-Ag1,Isolation,Panneaux,Panneaux,469,4408.74
ART46260,Bloc Confort,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag3,Outillage,Électroportatif,Électroportatif,178,5693.3
ART63635,Cheneau Eco,Ouest,Site Ouest 1,Site Ouest 1-Ag2,Menuiserie,Fenêtres,Fenêtres,181,8520.07
ART94104,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Outillage,Électroportatif,Électroportatif,67,832.87
ART62268,Battant Pro,Est,Site Est 1,Site Est 1-Ag4,Couverture,Tuiles,Tuiles,464,4839.41
ART23078,Ligne Basic,Sud,Site Sud 2,Site Sud 2-Ag2,Outillage,Manuel,Manuel,602,34567.99
ART66456,Bloc Confort,Est,Site Est 1,Site Est 1-Ag1,Outillage,Mesure,Mesure,500,23536.44
ART24470,Cadre Alu,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,Couverture,Étanchéité,Étanchéité,56,1123.68
ART18082,Gamme Plus,Sud,Site Sud 2,Site Sud 2-Ag4,Couverture,Tuiles,Tuiles,92,1222.09
ART59870,Bloc Confort,Nord,Site Nord 2,Site Nord 2-Ag4,Outillage,Mesure,Mesure,209,4732.67
ART66969,Cadre Alu,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Plâtre,Profilés,Profilés,503,9024.83
ART32421,Battant Pro,Sud,Site Sud 1,Site Sud 1-Ag3,Isolation,Panneaux,Panneaux,95,1410.21
ART66348,Gamme Plus,Sud,Site Sud 1,Site Sud 1-Ag2,Plâtre,Profilés,Profilés,37,458.07
ART63738,Cadre Alu,Est,Site Est 3,Site Est 3-Ag3,Menuiserie,Portes,Portes,514,29468.1
ART77800,Cheneau Eco,Est,Site Est 1,Site Est 1-Ag3,Isolation,Vrac,Vrac,545,10275.53
ART10494,Battant Pro,Nord,Site Nord 3,Site Nord 3-Ag4,Plâtre,Profilés,Profilés,2,15.72
ART64434,Cheneau Eco,Est,Site Est 2,Site Est 2-Ag1,Plâtre,Plaques,Plaques,446,10362.69
ART84814,Cadre Alu,Est,Site Est 2,Site Est 2-Ag4,Isolation,Laine,Laine,151,2827.43
ART58748,Cadre Alu,Est,Site Est 3,Site Est 3-Ag1,Isolation,Laine,Laine,464,1370.88
ART73878,Cadre Alu,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag1,Couverture,Étanchéité,Étanchéité,592,5461.53
ART95899,Cheneau Eco,Ouest,Site Ouest 2,Site Ouest 2-Ag4,Menuiserie,Portes,Portes,450,33536.3
ART35857,Cheneau Eco,Sud,Site Sud 1,Site Sud 1-Ag1,Isolation,Panneaux,Panneaux,95,1125.02
ART31159,Ligne Basic,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag3,Outillage,Manuel,Manuel,90,6333.09
ART52645,Bloc Confort,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag1,Plâtre,Plaques,Plaques,288,7807.97
ART25587,Ligne Basic,Est,Site Est 3,Site Est 3-Ag3,Plâtre,Enduits,Enduits,558,2740.61
ART30728,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Menuiserie,Volets,Volets,173,18051.41
ART27166,Cheneau Eco,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,Isolation,Laine,Laine,397,7325.01
ART53578,Cheneau Eco,Nord,Site Nord 2,Site Nord 2-Ag1,Isolation,Panneaux,Panneaux,617,4862.3
ART44817,Kit Standard,Est,Site Est 2,Site Est 2-Ag2,Couverture,Tuiles,Tuiles,83,202.56
ART51016,Set Expert,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag1,Isolation,Laine,Laine,126,3036.64
ART48391,Cheneau Eco,Sud,Site Sud 1,Site Sud 1-Ag2,Outillage,Manuel,Manuel,606,41726.74
ART11587,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Couverture,Zinguerie,Zinguerie,317,5255.62
ART46797,Cadre Alu,Nord,Site Nord 1,Site Nord 1-Ag4,Isolation,Vrac,Vrac,413,3016.34
ART20494,Ligne Basic,Nord,Site Nord 3,Site Nord 3-Ag1,Outillage,Électroportatif,Électroportatif,507,24747.41
ART28401,Cadre Alu,Sud,Site Sud 1,Site Sud 1-Ag3,Isolation,Panneaux,Panneaux,491,4903.21
ART63664,Gamme Plus,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Outillage,Mesure,Mesure,649,13402.04
ART27124,Cheneau Eco,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag1,Outillage,Manuel,Manuel,444,19805.42
ART64936,Bloc Confort,Ouest,Site Ouest 3,Site Ouest 3-Ag1,Couverture,Zinguerie,Zinguerie,69,1065.51
ART18702,Cadre Alu,Est,Site Est 1,Site Est 1-Ag4,Plâtre,Enduits,Enduits,401,4898.01
ART15361,Kit Standard,Sud,Site Sud 1,Site Sud 1-Ag3,Outillage,Manuel,Manuel,226,7147.47
ART79526,Bloc Confort,Sud,Site Sud 2,Site Sud 2-Ag2,Isolation,Laine,Laine,580,7528.01
ART83759,Bloc Confort,Sud,Site Sud 2,Site Sud 2-Ag1,Outillage,Manuel,Manuel,590,15693.06
ART77254,Gamme Plus,Sud,Site Sud 3,Site Sud 3-Ag4,Couverture,Étanchéité,Étanchéité,211,1759.03
ART69073,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag2,Menuiserie,Fenêtres,Fenêtres,430,30578.66
ART38967,Kit Standard,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,Plâtre,Plaques,Plaques,141,639.74
ART83747,Kit Standard,Nord,Site Nord 3,Site Nord 3-Ag3,Couverture,Zinguerie,Zinguerie,591,1654.71
ART90316,Bloc Confort,Nord,Site Nord 1,Site Nord 1-Ag3,Menuiserie,Volets,Volets,564,16002.32
ART76468,Cheneau Eco,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Outillage,Électroportatif,Électroportatif,485,31432.74
ART48093,Kit Standard,Ouest,Site Ouest 1,Site Ouest 1-Ag4,Plâtre,Profilés,Profilés,297,4221.63
ART12596,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Couverture,Tuiles,Tuiles,248,5220.29
ART30124,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Isolation,Laine,Laine,338,5648.17
ART39429,Cadre Alu,Sud,Site Sud 3,Site Sud 3-Ag4,Isolation,Panneaux,Panneaux,280,4508.25
ART45801,Cheneau Eco,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Outillage,Mesure,Mesure,124,5372.15
ART71553,Battant Pro,Nord,Site Nord 2,Site Nord 2-Ag1,Couverture,Étanchéité,Étanchéité,310,5090.86
ART37046,Cadre Alu,Est,Site Est 2,Site Est 2-Ag1,Outillage,Électroportatif,Électroportatif,331,6550.05
ART85058,Bloc Confort,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Menuiserie,Fenêtres,Fenêtres,90,1973.74
ART88871,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Menuiserie,Portes,Portes,692,56222.89
ART41150,Battant Pro,Est,Site Est 3,Site Est 3-Ag4,Couverture,Tuiles,Tuiles,545,8847.41
ART54592,Cheneau Eco,Nord,Site Nord 2,Site Nord 2-Ag2,Menuiserie,Volets,Volets,581,19718.9
ART93001,Ligne Basic,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Menuiserie,Volets,Volets,396,23081.27
ART76590,Gamme Plus,Sud,Site Sud 1,Site Sud 1-Ag4,Plâtre,Enduits,Enduits,672,8352.47
ART94973,Cheneau Eco,Nord,Site Nord 3,Site Nord 3-Ag3,Menuiserie,Volets,Volets,438,30311.67
ART92848,Ligne Basic,Sud,Site Sud 3,Site Sud 3-Ag3,Menuiserie,Fenêtres,Fenêtres,606,34131.54
ART27525,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Plâtre,Enduits,Enduits,299,3706.34
ART50631,Set Expert,Est,Site Est 2,Site Est 2-Ag2,Outillage,Électroportatif,Électroportatif,92,3883.03
ART69828,Cheneau Eco,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Plâtre,Enduits,Enduits,532,7707.94
ART10610,Set Expert,Est,Site Est 3,Site Est 3-Ag2,Isolation,Laine,Laine,267,849.27
ART69837,Cheneau Eco,Nord,Site Nord 2,Site Nord 2-Ag4,Outillage,Manuel,Manuel,521,29333.83
ART54354,Gamme Plus,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Plâtre,Enduits,Enduits,69,343.1
ART51406,Bloc Confort,Est,Site Est 3,Site Est 3-Ag1,Plâtre,Plaques,Plaques,663,10485.71
ART87299,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag3,Outillage,Mesure,Mesure,652,27239.07
ART95615,Bloc Confort,Nord,Site Nord 1,Site Nord 1-Ag2,Plâtre,Profilés,Profilés,87,1886.86
ART67851,Gamme Plus,Nord,Site Nord 1,Site Nord 1-Ag2,Menuiserie,Portes,Portes,651,22285.74
ART69355,Battant Pro,Sud,Site Sud 3,Site Sud 3-Ag2,Isolation,Vrac,Vrac,5,33.83
ART42197,Gamme Plus,Est,Site Est 1,Site Est 1-Ag3,Couverture,Tuiles,Tuiles,106,920.8
ART50786,Kit Standard,Est,Site Est 2,Site Est 2-Ag2,Outillage,Électroportatif,Électroportatif,461,25274.35
ART21860,Cheneau Eco,Est,Site Est 2,Site Est 2-Ag4,Couverture,Étanchéité,Étanchéité,25,67.32
ART72754,Cheneau Eco,Nord,Site Nord 1,Site Nord 1-Ag2,Outillage,Électroportatif,Électroportatif,440,5988.04
ART13779,Battant Pro,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Couverture,Tuiles,Tuiles,115,2250.37
ART24382,Ligne Basic,Nord,Site Nord 2,Site Nord 2-Ag2,Plâtre,Profilés,Profilés,248,2279.06
ART78338,Battant Pro,Nord,Site Nord 2,Site Nord 2-Ag1,Menuiserie,Fenêtres,Fenêtres,129,8210.38
ART12626,Cadre Alu,Ouest,Site Ouest 3,Site Ouest 3-Ag1,Menuiserie,Fenêtres,Fenêtres,527,18890.26
ART37722,Kit Standard,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Outillage,Mesure,Mesure,350,20936.69
ART40111,Kit Standard,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,Couverture,Tuiles,Tuiles,1,15.3
ART82229,Cadre Alu,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Outillage,Manuel,Manuel,624,23223.63
ART64838,Bloc Confort,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Plâtre,Enduits,Enduits,273,7057.5
ART30708,Cheneau Eco,Sud,Site Sud 2,Site Sud 2-Ag3,Isolation,Panneaux,Panneaux,362,5045.59
ART18290,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Plâtre,Plaques,Plaques,248,5097.81
ART92228,Cheneau Eco,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Plâtre,Profilés,Profilés,386,6989.68
ART39984,Cadre Alu,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Menuiserie,Portes,Portes,468,16238.36
ART14723,Cheneau Eco,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Couverture,Tuiles,Tuiles,110,1167.0
ART10052,Cheneau Eco,Est,Site Est 2,Site Est 2-Ag2,Couverture,Zinguerie,Zinguerie,98,1537.41
ART70540,Ligne Basic,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Isolation,Laine,Laine,12,199.87
ART18840,Bloc Confort,Nord,Site Nord 3,Site Nord 3-Ag1,Outillage,Manuel,Manuel,116,1748.24
ART63968,Bloc Confort,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,Isolation,Vrac,Vrac,303,4093.39
ART83440,Ligne Basic,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Couverture,Étanchéité,Étanchéité,155,2343.34
ART36607,Cheneau Eco,Nord,Site Nord 2,Site Nord 2-Ag4,Outillage,Manuel,Manuel,395,8618.43
ART88135,Ligne Basic,Sud,Site Sud 3,Site Sud 3-Ag3,Couverture,Zinguerie,Zinguerie,457,8265.63
ART94045,Cadre Alu,Est,Site Est 1,Site Est 1-Ag1,Isolation,Panneaux,Panneaux,367,7169.78
ART52106,Ligne Basic,Ouest,Site Ouest 3,Site Ouest 3-Ag3,Plâtre,Enduits,Enduits,160,2348.38
ART90209,Cheneau Eco,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Couverture,Tuiles,Tuiles,623,12025.51
ART63635,Gamme Plus,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Menuiserie,Portes,Portes,222,14697.11
ART65254,Battant Pro,Est,Site Est 2,Site Est 2-Ag4,Menuiserie,Volets,Volets,208,9683.55
ART22106,Bloc Confort,Nord,Site Nord 1,Site Nord 1-Ag3,Menuiserie,Fenêtres,Fenêtres,16,939.19
ART89320,Kit Standard,Nord,Site Nord 3,Site Nord 3-Ag2,Couverture,Zinguerie,Zinguerie,179,591.06
ART91925,Gamme Plus,Est,Site Est 3,Site Est 3-Ag1,Plâtre,Plaques,Plaques,223,3156.91
ART85811,Battant Pro,Nord,Site Nord 1,Site Nord 1-Ag1,Isolation,Laine,Laine,29,134.8
ART92744,Set Expert,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Menuiserie,Fenêtres,Fenêtres,593,46240.2
ART26197,Bloc Confort,Sud,Site Sud 1,Site Sud 1-Ag4,Isolation,Vrac,Vrac,622,15287.48
ART87031,Battant Pro,Sud,Site Sud 2,Site Sud 2-Ag1,Outillage,Électroportatif,Électroportatif,60,2074.44
ART38144,Cadre Alu,Nord,Site Nord 3,Site Nord 3-Ag2,Outillage,Manuel,Manuel,679,14202.22
ART78493,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag1,Isolation,Panneaux,Panneaux,444,1297.42
ART48609,Gamme Plus,Sud,Site Sud 1,Site Sud 1-Ag4,Couverture,Zinguerie,Zinguerie,635,3546.76
ART33840,Kit Standard,Nord,Site Nord 1,Site Nord 1-Ag3,Outillage,Manuel,Manuel,316,5243.77
ART26442,Gamme Plus,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Outillage,Mesure,Mesure,593,14856.21
ART53731,Kit Standard,Est,Site Est 1,Site Est 1-Ag1,Isolation,Vrac,Vrac,75,287.68
ART20749,Set Expert,Nord,Site Nord 1,Site Nord 1-Ag2,Isolation,Vrac,Vrac,149,1318.89
ART45213,Cheneau Eco,Est,Site Est 2,Site Est 2-Ag1,Menuiserie,Volets,Volets,342,12332.92
ART92531,Cadre Alu,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag1,Couverture,Tuiles,Tuiles,165,3153.96
ART81963,Gamme Plus,Nord,Site Nord 2,Site Nord 2-Ag2,Couverture,Étanchéité,Étanchéité,278,1824.69
ART22946,Kit Standard,Nord,Site Nord 1,Site Nord 1-Ag4,Couverture,Tuiles,Tuiles,369,2931.41
ART55128,Set Expert,Sud,Site Sud 3,Site Sud 3-Ag2,Menuiserie,Portes,Portes,678,65507.08
ART70882,Battant Pro,Est,Site Est 1,Site Est 1-Ag2,Couverture,Tuiles,Tuiles,349,3041.02
ART14072,Ligne Basic,Nord,Site Nord 1,Site Nord 1-Ag2,Isolation,Laine,Laine,74,840.8
ART23788,Cadre Alu,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Menuiserie,Volets,Volets,619,23820.42
ART97174,Bloc Confort,Sud,Site Sud 1,Site Sud 1-Ag4,Plâtre,Plaques,Plaques,143,2644.77
ART35767,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag2,Plâtre,Plaques,Plaques,39,694.05
ART70842,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag1,Menuiserie,Fenêtres,Fenêtres,146,9379.71
ART14761,Kit Standard,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Isolation,Vrac,Vrac,36,258.93
ART83309,Cadre Alu,Sud,Site Sud 2,Site Sud 2-Ag1,Isolation,Panneaux,Panneaux,529,11514.71
ART19259,Bloc Confort,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,Menuiserie,Fenêtres,Fenêtres,276,26006.29
ART32849,Bloc Confort,Nord,Site Nord 3,Site Nord 3-Ag2,Couverture,Étanchéité,Étanchéité,132,2034.82
ART92705,Gamme Plus,Ouest,Site Ouest 3,Site Ouest 3-Ag3,Plâtre,Plaques,Plaques,184,2346.1
ART23198,Cheneau Eco,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Outillage,Manuel,Manuel,396,7104.57
ART42107,Gamme Plus,Sud,Site Sud 3,Site Sud 3-Ag2,Isolation,Panneaux,Panneaux,190,3280.71
ART14102,Kit Standard,Sud,Site Sud 2,Site Sud 2-Ag1,Plâtre,Enduits,Enduits,141,2708.55
ART97753,Cadre Alu,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag1,Plâtre,Enduits,Enduits,427,11938.15
ART19075,Gamme Plus,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag3,Menuiserie,Portes,Portes,515,14902.69
ART24032,Set Expert,Est,Site Est 1,Site Est 1-Ag2,Menuiserie,Portes,Portes,142,13592.87
ART53985,Cheneau Eco,Nord,Site Nord 3,Site Nord 3-Ag4,Couverture,Tuiles,Tuiles,184,2829.64
ART20093,Cadre Alu,Nord,Site Nord 3,Site Nord 3-Ag2,Outillage,Mesure,Mesure,68,2186.73
ART85549,Ligne Basic,Sud,Site Sud 1,Site Sud 1-Ag4,Outillage,Mesure,Mesure,109,5641.03
ART19532,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Menuiserie,Portes,Portes,371,49201.42
ART42302,Kit Standard,Ouest,Site Ouest 3,Site Ouest 3-Ag3,Menuiserie,Volets,Volets,556,24057.05
ART43728,Ligne Basic,Nord,Site Nord 1,Site Nord 1-Ag1,Menuiserie,Volets,Volets,271,24379.93
ART99458,Gamme Plus,Nord,Site Nord 1,Site Nord 1-Ag4,Isolation,Panneaux,Panneaux,379,8651.1
ART73452,Bloc Confort,Est,Site Est 1,Site Est 1-Ag3,Outillage,Électroportatif,Électroportatif,260,4602.65
ART81510,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Couverture,Zinguerie,Zinguerie,331,7484.04
ART99764,Cadre Alu,Est,Site Est 3,Site Est 3-Ag2,Isolation,Panneaux,Panneaux,450,2111.82
ART97060,Kit Standard,Est,Site Est 1,Site Est 1-Ag1,Couverture,Zinguerie,Zinguerie,241,3794.09
ART93091,Kit Standard,Sud,Site Sud 3,Site Sud 3-Ag4,Outillage,Électroportatif,Électroportatif,140,5464.02
ART98332,Gamme Plus,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Outillage,Mesure,Mesure,644,12967.83
ART39760,Bloc Confort,Nord,Site Nord 3,Site Nord 3-Ag3,Menuiserie,Fenêtres,Fenêtres,58,4916.23
ART89050,Set Expert,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Plâtre,Profilés,Profilés,550,13381.01
ART35591,Ligne Basic,Est,Site Est 1,Site Est 1-Ag4,Outillage,Électroportatif,Électroportatif,625,16377.52
ART37166,Gamme Plus,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Menuiserie,Portes,Portes,526,24318.25
ART15275,Cheneau Eco,Est,Site Est 2,Site Est 2-Ag1,Menuiserie,Volets,Volets,92,5873.15
ART58869,Gamme Plus,Nord,Site Nord 3,Site Nord 3-Ag2,Isolation,Vrac,Vrac,436,5965.59
ART63125,Ligne Basic,Est,Site Est 2,Site Est 2-Ag1,Outillage,Électroportatif,Électroportatif,119,3294.15
ART97158,Ligne Basic,Sud,Site Sud 1,Site Sud 1-Ag3,Plâtre,Profilés,Profilés,426,1947.11
ART43957,Set Expert,Nord,Site Nord 2,Site Nord 2-Ag4,Plâtre,Profilés,Profilés,547,4498.48
ART37177,Bloc Confort,Nord,Site Nord 1,Site Nord 1-Ag1,Isolation,Panneaux,Panneaux,613,9398.97
ART19977,Cheneau Eco,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,Couverture,Étanchéité,Étanchéité,343,3094.05
ART98854,Bloc Confort,Sud,Site Sud 3,Site Sud 3-Ag1,Menuiserie,Volets,Volets,20,1092.42
ART22723,Battant Pro,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Outillage,Électroportatif,Électroportatif,275,6050.66
ART57434,Cheneau Eco,Est,Site Est 2,Site Est 2-Ag2,Outillage,Mesure,Mesure,134,3141.86
ART81230,Battant Pro,Nord,Site Nord 2,Site Nord 2-Ag3,Menuiserie,Volets,Volets,609,36953.71
ART77310,Cheneau Eco,Nord,Site Nord 2,Site Nord 2-Ag1,Isolation,Panneaux,Panneaux,44,598.33
ART20649,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Isolation,Panneaux,Panneaux,685,9903.68
ART27855,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Outillage,Électroportatif,Électroportatif,429,6488.29
ART79627,Battant Pro,Ouest,Site Ouest 3,Site Ouest 3-Ag3,Isolation,Laine,Laine,593,10528.75
ART44529,Gamme Plus,Nord,Site Nord 2,Site Nord 2-Ag4,Couverture,Étanchéité,Étanchéité,431,4698.38
ART99013,Bloc Confort,Nord,Site Nord 1,Site Nord 1-Ag3,Couverture,Étanchéité,Étanchéité,357,2949.69
ART29075,Gamme Plus,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Plâtre,Enduits,Enduits,441,8363.32
ART59938,Ligne Basic,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Plâtre,Profilés,Profilés,118,2428.43
ART80023,Cheneau Eco,Ouest,Site Ouest 2,Site Ouest 2-Ag2,Menuiserie,Portes,Portes,201,16578.52
ART36421,Set Expert,Nord,Site Nord 2,Site Nord 2-Ag2,Plâtre,Enduits,Enduits,319,5269.71
ART91210,Ligne Basic,Sud,Site Sud 3,Site Sud 3-Ag2,Isolation,Laine,Laine,463,6083.25
ART32485,Kit Standard,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,Outillage,Électroportatif,Électroportatif,424,16619.5
ART56125,Set Expert,Est,Site Est 1,Site Est 1-Ag4,Couverture,Tuiles,Tuiles,113,1432.82
ART32436,Cheneau Eco,Est,Site Est 2,Site Est 2-Ag1,Menuiserie,Volets,Volets,587,44428.36
ART35902,Cheneau Eco,Sud,Site Sud 1,Site Sud 1-Ag3,Isolation,Vrac,Vrac,308,7009.99
ART21169,Cadre Alu,Est,Site Est 1,Site Est 1-Ag3,Isolation,Laine,Laine,34,373.19
ART30358,Battant Pro,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Isolation,Panneaux,Panneaux,81,1052.34
ART93633,Set Expert,Est,Site Est 3,Site Est 3-Ag3,Outillage,Électroportatif,Électroportatif,426,23823.33
ART88558,Cadre Alu,Sud,Site Sud 2,Site Sud 2-Ag4,Isolation,Vrac,Vrac,361,8896.13
ART20745,Battant Pro,Nord,Site Nord 1,Site Nord 1-Ag4,Couverture,Tuiles,Tuiles,697,13183.07
ART97076,Cheneau Eco,Ouest,Site Ouest 1,Site Ouest 1-Ag1,Isolation,Laine,Laine,240,4045.91
ART96308,Gamme Plus,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag4,Menuiserie,Fenêtres,Fenêtres,299,31675.69
ART14225,Set Expert,Ouest,Site Ouest 3,Site Ouest 3-Ag3,Outillage,Électroportatif,Électroportatif,354,8714.49
ART41623,Ligne Basic,Nord,Site Nord 3,Site Nord 3-Ag1,Isolation,Panneaux,Panneaux,522,2555.79
ART57122,Cheneau Eco,Sud,Site Sud 3,Site Sud 3-Ag2,Outillage,Mesure,Mesure,344,10712.75
ART19177,Kit Standard,Nord,Site Nord 1,Site Nord 1-Ag4,Plâtre,Plaques,Plaques,639,6872.4
ART41976,Bloc Confort,Nord,Site Nord 2,Site Nord 2-Ag1,Couverture,Tuiles,Tuiles,313,3134.18
ART51741,Ligne Basic,Sud,Site Sud 2,Site Sud 2-Ag2,Couverture,Étanchéité,Étanchéité,95,1510.46
ART24534,Gamme Plus,Ouest,Site Ouest 3,Site Ouest 3-Ag2,Couverture,Zinguerie,Zinguerie,367,2437.89
ART57066,Bloc Confort,Nord,Site Nord 3,Site Nord 3-Ag2,Outillage,Électroportatif,Électroportatif,486,10569.37
ART61032,Ligne Basic,Nord,Site Nord 3,Site Nord 3-Ag1,Plâtre,Enduits,Enduits,693,16218.48
ART52122,Kit Standard,Est,Site Est 1,Site Est 1-Ag4,Couverture,Zinguerie,Zinguerie,620,7046.93
ART60400,Set Expert,Est,Site Est 1,Site Est 1-Ag3,Outillage,Mesure,Mesure,274,6166.2
