code_article,libelle,region,site,agence,famille,sous_famille,sous_famille_base,quantite,CA
ART52833,Kit Standard,,Site Nord 1,Site Nord 1-Ag3,Menuiserie,Portes,Portes,431.0,17724.42
ART13953,Set Expert,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,,Portes,Portes,,15575.18
ART48917,Battant Pro,Est,Site Est 1,Site Est 1-Ag1,Plâtre,Profilés,Profilés,590.0,
ART92885,Battant Pro,,Site Ouest 3,Site Ouest 3-Ag4,Couverture,Étanchéité,Étanchéité,319.0,6599.34
ART31663,Ligne Basic,,Site Nord 1,Site Nord 1-Ag3,Outillage,,Mesure,113.0,3313.91
ART61733,Set Expert,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Couverture,,Zinguerie,113.0,1418.4
ART52141,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag4,Menuiserie,Volets,Volets,687.0,34923.73
ART42641,Kit Standard,Nord,Site Nord 2,Site Nord 2-Ag2,Isolation,Panneaux,Panneaux,654000.0,
ART67306,Ligne Basic,Nord,Site Nord 3,Site Nord 3-Ag3,Plâtre,Enduits,Enduits,116.0,1473.49
ART20230,Ligne Basic,Sud,Site Sud 2,Site Sud 2-Ag2,Couverture,Étanchéité,Étanchéité,565000.0,7189.7
ART29225,Bloc Confort,Est,Site Est 3,Site Est 3-Ag1,Plâtre,Enduits,Enduits,262.0,
ART32132,Cadre Alu,Est,Site Est 1,Site Est 1-Ag4,Couverture,Tuiles,Tuiles,,
ART78670,Cheneau Eco,Nord,Site Nord 3,Site Nord 3-Ag4,Plâtre,Profilés,Profilés,160000.0,
ART31051,Bloc Confort,Sud,Site Sud 1,Site Sud 1-Ag2,,Tuiles,Tuiles,9.0,
ART72586,Cheneau Eco,Nord,Site Nord 2,Site Nord 2-Ag3,Couverture,Zinguerie,Zinguerie,111.0,1491.01
ART89911,Cadre Alu,Sud,Site Sud 3,Site Sud 3-Ag3,,Tuiles,Tuiles,230.0,1337.13
ART35303,Set Expert,Ouest,Site Ouest 2,Site Ouest 2-Ag4,Plâtre,Profilés,Profilés,395.0,2049.72
ART35776,Cheneau Eco,Ouest,Site Ouest 2,Site Ouest 2-Ag2,Isolation,,Panneaux,203.0,1707.57
ART50874,Kit Standard,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Couverture,Tuiles,Tuiles,,4576.0
ART33640,Bloc Confort,Ouest,Site Ouest 3,Site Ouest 3-Ag2,Isolation,,Laine,149.0,1278.92
ART81446,Ligne Basic,,Site Ouest 2,Site Ouest 2-Ag2,,Laine,Laine,555.0,8005.55
ART20901,Cadre Alu,,Site Ouest 2,Site Ouest 2-Ag3,Couverture,Étanchéité,Étanchéité,434.0,9728.72
ART31059,Ligne Basic,Sud,Site Sud 1,Site Sud 1-Ag2,Plâtre,Plaques,Plaques,91.0,1609.57
ART89687,Ligne Basic,Est,Site Est 2,Site Est 2-Ag4,Menuiserie,Portes,Portes,680.0,58849.59
ART66773,Gamme Plus,Est,Site Est 3,Site Est 3-Ag4,Menuiserie,Portes,Portes,,58615.86
ART22623,Gamme Plus,EST,Site Est 2,Site Est 2-Ag4,Menuiserie,Volets,Volets,440.0,
ART97129,Ligne Basic,Est,Site Est 2,Site Est 2-Ag2,Plâtre,,Profilés,,9222.3
ART47115,Cadre Alu,Est,Site Est 3,Site Est 3-Ag3,Isolation,Panneaux,Panneaux,520.0,11027.7
ART35591,Ligne Basic,Est,Site Est 1,Site Est 1-Ag4,Outillage,Électroportatif,Électroportatif,625.0,16377.52
ART40065,Battant Pro,Nord,Site Nord 1,Site Nord 1-Ag2,,Vrac,Vrac,232.0,1729.4
ART78032,Set Expert,,Site Est 2,Site Est 2-Ag3,Couverture,,Tuiles,240.0,1285.33
ART44817,Kit Standard,Est,Site Est 2,Site Est 2-Ag2,Couverture,,Tuiles,83.0,202.56
ART12794,Bloc Confort,Est,Site Est 3,Site Est 3-Ag4,Menuiserie,Portes,Portes,225.0,9584.41
ART35712,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Outillage,,Mesure,230.0,8092.27
ART84584,Gamme Plus,,Site Sud 1,Site Sud 1-Ag1,,Enduits,Enduits,377.0,10138.95
ART73407,Cheneau Eco,,Site Nord 1,Site Nord 1-Ag4,Couverture,Étanchéité,Étanchéité,524000.0,
ART39722,Cheneau Eco,,Site Nord 3,Site Nord 3-Ag2,Menuiserie,Portes,Portes,8.0,362.06
ART36626,Kit Standard,Est,Site Est 2,Site Est 2-Ag2,Outillage,Mesure,Mesure,,6457.73
ART22533,Battant Pro,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag1,,,Mesure,,489.92
ART59359,Kit Standard,OUEST,Site Ouest 1,Site Ouest 1-Ag1,,Mesure,Mesure,,
ART94111,Bloc Confort,Nord,Site Nord 2,Site Nord 2-Ag1,Menuiserie,,Fenêtres,267000.0,-15236.12
ART86426,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Plâtre,,Enduits,432.0,12418.32
ART71113,Bloc Confort,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Outillage,,Mesure,,13007.31
ART32553,Gamme Plus,Sud,Site Sud 1,Site Sud 1-Ag3,Outillage,Électroportatif,Électroportatif,,5773.43
ART45016,Battant Pro,Sud,Site Sud 1,Site Sud 1-Ag4,Isolation,Vrac,Vrac,207.0,2272.74
ART13107,Bloc Confort,Est,Site Est 3,Site Est 3-Ag3,Outillage,,Manuel,574.0,
ART51682,Cheneau Eco,Sud,Site Sud 2,Site Sud 2-Ag1,Outillage,Manuel,Manuel,507.0,26484.39
ART61190,Cadre Alu,Est,Site Est 3,Site Est 3-Ag4,Menuiserie,Portes,Portes,364.0,10614.75
ART23224,Cadre Alu,Sud,Site Sud 1,Site Sud 1-Ag3,Couverture,Étanchéité,Étanchéité,290.0,2554.92
ART35578,Gamme Plus,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Outillage,Manuel,Manuel,32.0,983.66
ART10544,Ligne Basic,Sud,Site Sud 1,Site Sud 1-Ag4,,,Laine,518.0,6528.87
ART21267,Cadre Alu,SUD,Site Sud 2,Site Sud 2-Ag4,Couverture,,Tuiles,486.0,
ART37938,Ligne Basic,Sud,Site Sud 3,Site Sud 3-Ag4,Plâtre,Enduits,Enduits,686.0,15631.23
ART62090,Ligne Basic,,Site Ouest 3,Site Ouest 3-Ag1,,,Volets,627.0,-19787.03
ART91861,Gamme Plus,Sud,Site Sud 3,Site Sud 3-Ag3,Isolation,Laine,Laine,391.0,5464.26
ART17844,Kit Standard,Sud,Site Sud 1,Site Sud 1-Ag2,,Portes,Portes,312.0,-13663.33
ART34057,Bloc Confort,,Site Île-de-France 3,Site Île-de-France 3-Ag2,Plâtre,Plaques,Plaques,569.0,
ART22905,Bloc Confort,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,,Laine,Laine,490.0,4758.04
ART40228,Cadre Alu,Sud,Site Sud 1,Site Sud 1-Ag1,Menuiserie,Fenêtres,Fenêtres,673.0,
ART99783,Cadre Alu,,Site Nord 3,Site Nord 3-Ag2,Plâtre,Enduits,Enduits,443.0,2844.3
ART53650,Ligne Basic,Ouest,Site Ouest 2,Site Ouest 2-Ag2,Couverture,Étanchéité,Étanchéité,337.0,3253.46
ART39523,Bloc Confort,Sud,Site Sud 2,Site Sud 2-Ag4,Outillage,Manuel,Manuel,688.0,
ART64839,Bloc Confort,Est,Site Est 3,Site Est 3-Ag2,Menuiserie,Portes,Portes,344000.0,24954.7
ART24677,Battant Pro,Ouest,Site Ouest 2,Site Ouest 2-Ag2,Isolation,Panneaux,Panneaux,39.0,722.46
ART82885,Gamme Plus,,Site Est 1,Site Est 1-Ag3,Couverture,Étanchéité,Étanchéité,529.0,7610.34
ART90478,Bloc Confort,EST,Site Est 3,Site Est 3-Ag4,,Panneaux,Panneaux,51.0,939.04
ART17271,Battant Pro,ÎLE-DE-FRANCE,Site Île-de-France 3,Site Île-de-France 3-Ag4,Plâtre,Profilés,Profilés,,5099.53
ART99893,Set Expert,,Site Est 3,Site Est 3-Ag2,,Plaques,Plaques,,
ART84391,Battant Pro,Ouest,Site Ouest 2,Site Ouest 2-Ag4,Plâtre,Enduits,Enduits,302.0,5762.53
ART60716,Set Expert,Ouest,Site Ouest 1,Site Ouest 1-Ag1,Couverture,Étanchéité,Étanchéité,170.0,1124.63
ART43765,Gamme Plus,,Site Ouest 3,Site Ouest 3-Ag1,Isolation,Vrac,Vrac,585.0,11737.09
ART96084,Set Expert,NORD,Site Nord 1,Site Nord 1-Ag4,Isolation,Vrac,Vrac,149.0,3116.28
ART80636,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Outillage,Électroportatif,Électroportatif,,
ART26860,Cadre Alu,,Site Ouest 2,Site Ouest 2-Ag4,Menuiserie,Portes,Portes,584.0,22803.08
ART89794,Cheneau Eco,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag4,Menuiserie,Volets,Volets,,62434.82
ART60866,Bloc Confort,Est,Site Est 1,Site Est 1-Ag3,,Vrac,Vrac,49.0,
ART56371,Set Expert,OUEST,Site Ouest 3,Site Ouest 3-Ag1,Menuiserie,Fenêtres,Fenêtres,689000.0,31673.63
ART36062,Gamme Plus,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Menuiserie,Portes,Portes,439.0,23229.54
ART48477,Ligne Basic,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Isolation,Panneaux,Panneaux,294.0,4256.57
ART65254,Battant Pro,Est,Site Est 2,Site Est 2-Ag4,Menuiserie,Volets,Volets,,9683.55
ART40184,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Menuiserie,Fenêtres,Fenêtres,656.0,37047.59
ART84047,Ligne Basic,Nord,Site Nord 1,Site Nord 1-Ag2,,Étanchéité,Étanchéité,127.0,358.09
ART60360,Set Expert,,Site Île-de-France 3,Site Île-de-France 3-Ag4,Couverture,Étanchéité,Étanchéité,,-7375.06
ART20198,Gamme Plus,Est,Site Est 2,Site Est 2-Ag1,Isolation,Vrac,Vrac,650.0,17744.19
ART77249,Gamme Plus,Nord,Site Nord 1,Site Nord 1-Ag3,Outillage,Électroportatif,Électroportatif,646.0,13506.77
ART23537,Kit Standard,Sud,Site Sud 3,Site Sud 3-Ag1,Menuiserie,Volets,Volets,685.0,73964.77
ART34087,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Outillage,,Manuel,8.0,553.21
ART79607,Gamme Plus,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Menuiserie,,Fenêtres,507.0,46294.32
ART93621,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,,Étanchéité,Étanchéité,698.0,14074.25
ART11243,Set Expert,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,Couverture,,Étanchéité,514.0,13036.09
ART19664,Bloc Confort,Sud,Site Sud 3,Site Sud 3-Ag2,,,Électroportatif,294.0,5439.33
ART21505,Set Expert,Sud,Site Sud 1,Site Sud 1-Ag4,Menuiserie,,Volets,283.0,19364.67
ART11856,Set Expert,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag4,Plâtre,Plaques,Plaques,628.0,8145.06
ART82086,Cadre Alu,Est,Site Est 1,Site Est 1-Ag4,Plâtre,Profilés,Profilés,539.0,12946.26
ART38348,Battant Pro,,Site Ouest 1,Site Ouest 1-Ag4,Plâtre,Enduits,Enduits,223.0,3339.85
ART28565,Cadre Alu,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Outillage,,Manuel,,9127.06
ART53796,Bloc Confort,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,,Étanchéité,Étanchéité,390.0,4719.86
ART43489,Set Expert,Est,Site Est 2,Site Est 2-Ag1,Plâtre,Enduits,Enduits,615.0,
ART69719,Battant Pro,Nord,Site Nord 3,Site Nord 3-Ag1,Couverture,Étanchéité,Étanchéité,563.0,5764.27
ART42649,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Couverture,Étanchéité,Étanchéité,383.0,
ART77737,Set Expert,,Site Sud 2,Site Sud 2-Ag1,Plâtre,Plaques,Plaques,571.0,8855.8
ART80230,Bloc Confort,Nord,Site Nord 2,Site Nord 2-Ag2,,Tuiles,Tuiles,535.0,11287.71
ART85171,Set Expert,Sud,Site Sud 1,Site Sud 1-Ag2,Plâtre,Plaques,Plaques,386000.0,10314.33
ART91531,Cheneau Eco,Sud,Site Sud 3,Site Sud 3-Ag2,Plâtre,Plaques,Plaques,301.0,4313.73
ART78063,Cheneau Eco,,Site Ouest 2,Site Ouest 2-Ag4,Plâtre,,Profilés,417.0,10672.72
ART85051,Battant Pro,Ouest,Site Ouest 2,Site Ouest 2-Ag2,Outillage,Mesure,Mesure,681.0,11656.99
ART71987,Set Expert,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Outillage,,Mesure,38000.0,1136.91
ART40414,Ligne Basic,Sud,Site Sud 2,Site Sud 2-Ag1,Isolation,Vrac,Vrac,218000.0,2485.6
ART48917,Battant Pro,Est,Site Est 1,Site Est 1-Ag1,Plâtre,Profilés,Profilés,590.0,
ART38144,Cadre Alu,Nord,Site Nord 3,Site Nord 3-Ag2,Outillage,Manuel,Manuel,679.0,14202.22
ART51307,Gamme Plus,Nord,Site Nord 3,Site Nord 3-Ag2,Plâtre,Plaques,Plaques,525.0,2530.12
ART63365,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag4,Plâtre,,Plaques,87.0,908.59
ART32032,Bloc Confort,EST,Site Est 3,Site Est 3-Ag4,Plâtre,Enduits,Enduits,272.0,4500.38
ART57808,Ligne Basic,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Plâtre,Enduits,Enduits,128.0,3798.41
ART14225,Set Expert,,Site Ouest 3,Site Ouest 3-Ag3,Outillage,Électroportatif,Électroportatif,354.0,8714.49
ART11031,Ligne Basic,Ouest,Site Ouest 3,Site Ouest 3-Ag2,Menuiserie,Volets,Volets,607.0,24676.19
ART32948,Bloc Confort,,Site Nord 2,Site Nord 2-Ag2,Plâtre,Profilés,Profilés,144.0,3257.54
ART92747,Cheneau Eco,Est,Site Est 2,Site Est 2-Ag3,Isolation,Panneaux,Panneaux,,6568.71
ART60889,Battant Pro,Nord,Site Nord 3,Site Nord 3-Ag4,Menuiserie,Volets,Volets,364.0,12121.65
ART63639,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag4,Couverture,,Tuiles,,2552.88
ART64349,Ligne Basic,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag1,Isolation,,Laine,574.0,3510.28
ART94916,Cheneau Eco,Sud,Site Sud 3,Site Sud 3-Ag3,,,Vrac,284000.0,
ART30944,Cadre Alu,Nord,Site Nord 3,Site Nord 3-Ag4,,Mesure,Mesure,658.0,25007.33
ART67818,Cheneau Eco,Nord,Site Nord 3,Site Nord 3-Ag3,Menuiserie,Fenêtres,Fenêtres,646.0,56083.31
ART13395,Cadre Alu,Est,Site Est 1,Site Est 1-Ag1,Plâtre,,Enduits,482.0,7902.27
ART70119,Battant Pro,NORD,Site Nord 1,Site Nord 1-Ag4,,Portes,Portes,115.0,
ART85058,Bloc Confort,Ouest,Site Ouest 3,Site Ouest 3-Ag4,,Fenêtres,Fenêtres,90.0,1973.74
ART82134,Gamme Plus,Sud,Site Sud 3,Site Sud 3-Ag4,,Fenêtres,Fenêtres,480.0,28106.32
ART46040,Gamme Plus,Sud,Site Sud 3,Site Sud 3-Ag3,Plâtre,Plaques,Plaques,455.0,3442.74
ART72494,Kit Standard,Sud,Site Sud 3,Site Sud 3-Ag3,Isolation,,Panneaux,289000.0,2231.68
ART99205,Set Expert,Est,Site Est 2,Site Est 2-Ag4,Couverture,Zinguerie,Zinguerie,541.0,3951.06
ART36983,Cadre Alu,Est,Site Est 3,Site Est 3-Ag4,Isolation,Panneaux,Panneaux,,4081.87
ART47267,Ligne Basic,Sud,Site Sud 3,Site Sud 3-Ag4,,Plaques,Plaques,136.0,1927.2
ART13251,Set Expert,Sud,Site Sud 3,Site Sud 3-Ag1,Plâtre,Enduits,Enduits,109000.0,1663.31
ART26548,Gamme Plus,Sud,Site Sud 3,Site Sud 3-Ag3,Isolation,Vrac,Vrac,685.0,
ART77585,Set Expert,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Plâtre,Plaques,Plaques,624.0,18367.12
ART91964,Ligne Basic,Nord,Site Nord 3,Site Nord 3-Ag4,Menuiserie,Volets,Volets,370.0,19377.81
ART56609,Gamme Plus,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag3,Isolation,Laine,Laine,59.0,238.7
ART98480,Gamme Plus,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,,Mesure,Mesure,289.0,11809.33
ART22144,Cadre Alu,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Menuiserie,Fenêtres,Fenêtres,254000.0,21841.93
ART13942,Gamme Plus,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Menuiserie,Fenêtres,Fenêtres,548.0,46575.84
ART93780,Cadre Alu,,Site Sud 3,Site Sud 3-Ag4,Outillage,Électroportatif,Électroportatif,301.0,12699.74
ART87068,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag4,Plâtre,Enduits,Enduits,224.0,6442.74
ART21712,Cheneau Eco,Sud,Site Sud 2,Site Sud 2-Ag3,Menuiserie,Volets,Volets,224.0,10345.87
ART65561,Cheneau Eco,Ouest,Site Ouest 2,Site Ouest 2-Ag2,,Vrac,Vrac,94.0,1204.03
ART96634,Gamme Plus,,Site Ouest 1,Site Ouest 1-Ag3,Isolation,Laine,Laine,289.0,3503.23
ART49986,Cheneau Eco,Sud,Site Sud 1,Site Sud 1-Ag4,,Plaques,Plaques,306.0,3691.96
ART47123,Ligne Basic,,Site Est 2,Site Est 2-Ag3,,Enduits,Enduits,,1055.34
ART51048,Ligne Basic,Ouest,Site Ouest 2,Site Ouest 2-Ag2,,Zinguerie,Zinguerie,,5579.91
ART73889,Gamme Plus,,Site Est 2,Site Est 2-Ag4,,Fenêtres,Fenêtres,,-19309.23
ART26462,Set Expert,Ouest,Site Ouest 2,Site Ouest 2-Ag2,Outillage,Manuel,Manuel,257.0,5854.13
ART69411,Gamme Plus,Est,Site Est 2,Site Est 2-Ag1,Plâtre,,Plaques,410.0,4960.54
ART86579,Bloc Confort,Est,Site Est 3,Site Est 3-Ag2,,Portes,Portes,550.0,23445.26
ART30411,Battant Pro,Sud,Site Sud 1,Site Sud 1-Ag4,Isolation,,Panneaux,,
ART66456,Bloc Confort,Est,Site Est 1,Site Est 1-Ag1,Outillage,,Mesure,500.0,23536.44
ART67596,Ligne Basic,Est,Site Est 3,Site Est 3-Ag1,Outillage,Électroportatif,Électroportatif,699.0,14254.0
ART87506,Cadre Alu,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Outillage,Manuel,Manuel,619.0,13023.43
ART58116,Gamme Plus,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,Couverture,Zinguerie,Zinguerie,,2731.28
ART99643,Cadre Alu,Nord,Site Nord 2,Site Nord 2-Ag4,Isolation,Panneaux,Panneaux,678000.0,14999.64
ART29927,Gamme Plus,,Site Île-de-France 2,Site Île-de-France 2-Ag3,Outillage,Manuel,Manuel,133.0,2454.43
ART44732,Cheneau Eco,Sud,Site Sud 2,Site Sud 2-Ag2,Plâtre,Plaques,Plaques,443.0,8439.91
ART79576,Battant Pro,Sud,Site Sud 3,Site Sud 3-Ag3,,Portes,Portes,,19798.79
ART61162,Cheneau Eco,,Site Nord 3,Site Nord 3-Ag4,Outillage,,Électroportatif,116.0,
ART64057,Kit Standard,SUD,Site Sud 2,Site Sud 2-Ag4,Menuiserie,Portes,Portes,289.0,25166.63
ART37917,Battant Pro,NORD,Site Nord 2,Site Nord 2-Ag4,Plâtre,Enduits,Enduits,137.0,2093.02
ART69481,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag1,Menuiserie,Volets,Volets,308.0,13074.98
ART28976,Cadre Alu,Nord,Site Nord 1,Site Nord 1-Ag3,Menuiserie,Portes,Portes,316.0,20177.67
ART95964,Cheneau Eco,Ouest,Site Ouest 2,Site Ouest 2-Ag2,Outillage,Manuel,Manuel,258.0,
ART73094,Ligne Basic,,Site Île-de-France 1,Site Île-de-France 1-Ag2,,Plaques,Plaques,203.0,5528.35
ART93895,Kit Standard,ÎLE-DE-FRANCE,Site Île-de-France 1,Site Île-de-France 1-Ag1,Outillage,Électroportatif,Électroportatif,353.0,13275.7
ART28558,Kit Standard,Est,Site Est 2,Site Est 2-Ag1,Isolation,Laine,Laine,,2162.56
ART56043,Ligne Basic,Est,Site Est 1,Site Est 1-Ag3,Couverture,Zinguerie,Zinguerie,585.0,-1468.32
ART29074,Gamme Plus,Est,Site Est 3,Site Est 3-Ag3,Couverture,,Étanchéité,34.0,353.78
ART64416,Battant Pro,,Site Est 3,Site Est 3-Ag3,Outillage,Électroportatif,Électroportatif,622000.0,13876.39
ART97796,Battant Pro,,Site Ouest 2,Site Ouest 2-Ag2,Outillage,Mesure,Mesure,426.0,18639.84
ART64983,Set Expert,,Site Est 1,Site Est 1-Ag4,Couverture,Tuiles,Tuiles,,1699.14
ART51337,Cadre Alu,,Site Sud 1,Site Sud 1-Ag2,Plâtre,,Profilés,,6700.77
ART97350,Gamme Plus,Est,Site Est 1,Site Est 1-Ag2,Isolation,,Panneaux,683.0,1305.48
ART54888,Gamme Plus,Ouest,Site Ouest 3,Site Ouest 3-Ag1,Menuiserie,Fenêtres,Fenêtres,,
ART84237,Ligne Basic,SUD,Site Sud 2,Site Sud 2-Ag3,Plâtre,,Profilés,524.0,7367.67
ART74223,Kit Standard,Est,Site Est 1,Site Est 1-Ag2,Couverture,,Zinguerie,,4019.59
ART57966,Kit Standard,Ouest,Site Ouest 2,Site Ouest 2-Ag4,,Portes,Portes,555.0,45447.49
ART53465,Cadre Alu,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Plâtre,Plaques,Plaques,594.0,-9095.64
ART95766,Ligne Basic,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,,Fenêtres,Fenêtres,457.0,30198.28
ART69150,Set Expert,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Plâtre,Profilés,Profilés,19.0,55.35
ART35440,Battant Pro,Est,Site Est 3,Site Est 3-Ag1,Couverture,Zinguerie,Zinguerie,32.0,502.84
ART11576,Gamme Plus,,Site Est 3,Site Est 3-Ag2,Isolation,Vrac,Vrac,,6021.24
ART33491,Cadre Alu,Sud,Site Sud 1,Site Sud 1-Ag3,Couverture,Tuiles,Tuiles,3.0,
ART11724,Kit Standard,Ouest,Site Ouest 1,Site Ouest 1-Ag4,Menuiserie,Portes,Portes,695.0,24954.65
ART87609,Set Expert,Sud,Site Sud 2,Site Sud 2-Ag4,Couverture,,Étanchéité,17.0,239.72
ART29824,Cheneau Eco,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Isolation,Panneaux,Panneaux,455.0,6853.14
ART16482,Kit Standard,,Site Est 3,Site Est 3-Ag2,Couverture,Zinguerie,Zinguerie,252.0,2821.4
ART74030,Ligne Basic,Sud,Site Sud 1,Site Sud 1-Ag4,,Panneaux,Panneaux,74000.0,219.74
ART97633,Cadre Alu,Est,Site Est 1,Site Est 1-Ag3,Menuiserie,,Volets,515.0,18444.39
ART29416,Cheneau Eco,Nord,Site Nord 1,Site Nord 1-Ag4,,Laine,Laine,184.0,2352.99
ART89053,Bloc Confort,Sud,Site Sud 1,Site Sud 1-Ag2,Plâtre,Enduits,Enduits,487.0,2637.81
ART79632,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Isolation,,Laine,133.0,903.93
ART72224,Set Expert,Est,Site Est 1,Site Est 1-Ag1,Plâtre,Profilés,Profilés,319.0,5501.25
ART47845,Kit Standard,Sud,Site Sud 1,Site Sud 1-Ag3,Outillage,Manuel,Manuel,690.0,16091.12
ART43752,Gamme Plus,Ouest,Site Ouest 1,Site Ouest 1-Ag1,Couverture,Étanchéité,Étanchéité,,12275.37
ART14733,Cheneau Eco,Sud,Site Sud 1,Site Sud 1-Ag1,Isolation,Vrac,Vrac,73.0,
ART43621,Cheneau Eco,Nord,Site Nord 2,Site Nord 2-Ag4,,,Laine,163000.0,2310.13
ART13128,Cheneau Eco,NORD,Site Nord 3,Site Nord 3-Ag4,Outillage,Manuel,Manuel,97.0,3567.81
ART99324,Cheneau Eco,Nord,Site Nord 1,Site Nord 1-Ag3,Outillage,Mesure,Mesure,380.0,7785.82
ART94247,Bloc Confort,Ouest,Site Ouest 2,Site Ouest 2-Ag1,,Enduits,Enduits,190.0,
ART19261,Gamme Plus,Est,Site Est 1,Site Est 1-Ag2,,Fenêtres,Fenêtres,,19092.84
ART42235,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag3,Menuiserie,,Volets,,
ART89030,Battant Pro,,Site Est 1,Site Est 1-Ag2,,Plaques,Plaques,447.0,
ART71056,Cheneau Eco,,Site Île-de-France 3,Site Île-de-France 3-Ag4,Couverture,Étanchéité,Étanchéité,469.0,
ART34335,Cadre Alu,Sud,Site Sud 1,Site Sud 1-Ag3,Isolation,Vrac,Vrac,153.0,723.62
ART60173,Battant Pro,Nord,Site Nord 3,Site Nord 3-Ag3,Plâtre,Enduits,Enduits,388000.0,6250.76
ART59918,Battant Pro,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag4,Outillage,,Électroportatif,598.0,6052.33
ART25588,Battant Pro,,Site Île-de-France 2,Site Île-de-France 2-Ag3,Couverture,,Étanchéité,,1517.75
ART56996,Bloc Confort,Est,Site Est 3,Site Est 3-Ag4,Isolation,Laine,Laine,538.0,8911.19
ART82630,Bloc Confort,Nord,Site Nord 1,Site Nord 1-Ag1,Couverture,Étanchéité,Étanchéité,410.0,7128.06
ART12714,Gamme Plus,Est,Site Est 1,Site Est 1-Ag4,Isolation,Vrac,Vrac,207.0,2187.7
ART11440,Kit Standard,,Site Nord 3,Site Nord 3-Ag4,Couverture,Étanchéité,Étanchéité,,3286.87
ART20976,Set Expert,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Outillage,Mesure,Mesure,503.0,19634.27
ART14701,Cadre Alu,Sud,Site Sud 1,Site Sud 1-Ag3,Couverture,Étanchéité,Étanchéité,219.0,3365.26
ART76157,Battant Pro,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag3,Outillage,Électroportatif,Électroportatif,379.0,
ART11847,Cheneau Eco,Nord,Site Nord 2,Site Nord 2-Ag2,,Profilés,Profilés,152.0,3895.98
ART33341,Battant Pro,Nord,Site Nord 2,Site Nord 2-Ag2,Menuiserie,Fenêtres,Fenêtres,313.0,29953.79
ART69828,Cheneau Eco,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Plâtre,Enduits,Enduits,532.0,7707.94
ART88949,Set Expert,Est,Site Est 2,Site Est 2-Ag2,Couverture,Étanchéité,Étanchéité,634.0,14706.89
ART24470,Cadre Alu,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,Couverture,Étanchéité,Étanchéité,56.0,1123.68
ART70520,Bloc Confort,ÎLE-DE-FRANCE,Site Île-de-France 2,Site Île-de-France 2-Ag1,,Zinguerie,Zinguerie,506.0,3899.1
